"ID","Description","DisGeNET_GeneRatio","DisGeNet_BgRatio","DisGeNet_pvalue","DisGeNet_p.adjust","DisGeNet_qvalue","ENTREZID","DisGeNEt_Count"
"C0239842","Tremor of hands","1/95","31/21671",0.12740975992713,0.301181873511954,0.263849803727211,"6812",1
"C0278076","Behavioral tic","1/95","31/21671",0.12740975992713,0.301181873511954,0.263849803727211,"613",1
"C0332573","Macule","1/95","31/21671",0.12740975992713,0.301181873511954,0.263849803727211,"10804",1
"C0332878","Congenital contracture","1/95","31/21671",0.12740975992713,0.301181873511954,0.263849803727211,"9215",1
"C0349231","Phobic anxiety disorder","1/95","31/21671",0.12740975992713,0.301181873511954,0.263849803727211,"3855",1
"C0520909","Postoperative Nausea and Vomiting","1/95","31/21671",0.12740975992713,0.301181873511954,0.263849803727211,"2166",1
"C0585186","Cutaneous hypersensitivity","1/95","31/21671",0.12740975992713,0.301181873511954,0.263849803727211,"6382",1
"C0751791","Reflex Epilepsy, Audiogenic","1/95","31/21671",0.12740975992713,0.301181873511954,0.263849803727211,"3778",1
"C1096293","Macroangiopathy","1/95","31/21671",0.12740975992713,0.301181873511954,0.263849803727211,"1071",1
"C1377610","Peritoneal Mesothelioma","1/95","31/21671",0.12740975992713,0.301181873511954,0.263849803727211,"6382",1
"C2930471","Bilateral Wilms Tumor","1/95","31/21671",0.12740975992713,0.301181873511954,0.263849803727211,"2239",1
"C2936346","22q11 Deletion Syndrome","1/95","31/21671",0.12740975992713,0.301181873511954,0.263849803727211,"414",1
"C3714644","Thymus Neoplasms","1/95","31/21671",0.12740975992713,0.301181873511954,0.263849803727211,"3855",1
"C4331029","Primary Pigmented Nodular Adrenal Dysplasia","1/95","31/21671",0.12740975992713,0.301181873511954,0.263849803727211,"3292",1
"C4721505","Sarcoma, Myeloid","1/95","31/21671",0.12740975992713,0.301181873511954,0.263849803727211,"613",1
"C0205698","Undifferentiated carcinoma","3/95","283/21671",0.127936856714512,0.301879992519297,0.264461389547161,"4692/23705/1958",3
"C0428472","Serum HDL cholesterol measurement","3/95","283/21671",0.127936856714512,0.301879992519297,0.264461389547161,"1071/23705/11343",3
"C2986665","Early-Stage Breast Carcinoma","2/95","142/21671",0.128661216921512,0.303314452561573,0.26571804552116,"2288/729230",2
"C1850049","Clinodactyly of the 5th finger","3/95","284/21671",0.128914349692552,0.303636420387972,0.266000104819123,"613/6812/2239",3
"C0016053","Fibromyalgia","2/95","143/21671",0.13013070672027,0.303894546651312,0.266226235837981,"4129/3855",2
"C1335177","Ovarian Serous Adenocarcinoma","2/95","143/21671",0.13013070672027,0.303894546651312,0.266226235837981,"3778/4047",2
"C1879321","Acute Myeloid Leukemia (AML-M2)","2/95","143/21671",0.13013070672027,0.303894546651312,0.266226235837981,"60468/4291",2
"C0013261","Duane Retraction Syndrome","1/95","32/21671",0.131240447210259,0.303894546651312,0.266226235837981,"3198",1
"C0015306","Hereditary Multiple Exostoses","1/95","32/21671",0.131240447210259,0.303894546651312,0.266226235837981,"2239",1
"C0153535","Malignant melanoma of skin of upper limb","1/95","32/21671",0.131240447210259,0.303894546651312,0.266226235837981,"4782",1
"C0153536","Malignant melanoma of skin of lower limb","1/95","32/21671",0.131240447210259,0.303894546651312,0.266226235837981,"4782",1
"C0156181","Peritoneal adhesion","1/95","32/21671",0.131240447210259,0.303894546651312,0.266226235837981,"1958",1
"C0265493","Cat eye syndrome","1/95","32/21671",0.131240447210259,0.303894546651312,0.266226235837981,"613",1
"C0266468","Congenital pontocerebellar hypoplasia","1/95","32/21671",0.131240447210259,0.303894546651312,0.266226235837981,"114034",1
"C0280302","Squamous cell carcinoma of lip","1/95","32/21671",0.131240447210259,0.303894546651312,0.266226235837981,"2324",1
"C0410264","Contracture of tendo achilles","1/95","32/21671",0.131240447210259,0.303894546651312,0.266226235837981,"9215",1
"C0685695","Abnormal lung lobation","1/95","32/21671",0.131240447210259,0.303894546651312,0.266226235837981,"2239",1
"C1279296","Chronic leukemia (category)","1/95","32/21671",0.131240447210259,0.303894546651312,0.266226235837981,"613",1
"C1292772","Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative","1/95","32/21671",0.131240447210259,0.303894546651312,0.266226235837981,"613",1
"C1846176","Hyperactive deep tendon reflexes","1/95","32/21671",0.131240447210259,0.303894546651312,0.266226235837981,"3748",1
"C1854465","TUBEROUS SCLEROSIS 1 (disorder)","1/95","32/21671",0.131240447210259,0.303894546651312,0.266226235837981,"930",1
"C2697636","Hyperdiploid B Acute Lymphoblastic Leukemia","1/95","32/21671",0.131240447210259,0.303894546651312,0.266226235837981,"930",1
"C4023909","Aplasia/Hypoplasia of the abdominal wall musculature","1/95","32/21671",0.131240447210259,0.303894546651312,0.266226235837981,"2239",1
"C0009171","Cocaine Abuse","2/95","144/21671",0.131604152203193,0.304195932998507,0.266490264770487,"9456/1958",2
"C0037772","Spastic Paraplegia","2/95","144/21671",0.131604152203193,0.304195932998507,0.266490264770487,"6812/114034",2
"C0018133","Graft-vs-Host Disease","4/95","447/21671",0.133304567632086,0.306194044171842,0.268240706238834,"930/3824/56288/29851",4
"C0677898","invasive cancer","2/95","146/21671",0.13456266308498,0.306194044171842,0.268240706238834,"930/729230",2
"C0003129","Anoxemia","1/95","33/21671",0.135054493955258,0.306194044171842,0.268240706238834,"1958",1
"C0011649","Dermoid Cyst","1/95","33/21671",0.135054493955258,0.306194044171842,0.268240706238834,"613",1
"C0014067","Occipital Encephalocele","1/95","33/21671",0.135054493955258,0.306194044171842,0.268240706238834,"9215",1
"C0023643","Lichen disease","1/95","33/21671",0.135054493955258,0.306194044171842,0.268240706238834,"613",1
"C0149519","Chronic Persistent Hepatitis","1/95","33/21671",0.135054493955258,0.306194044171842,0.268240706238834,"3855",1
"C0154575","Rumination Disorders","1/95","33/21671",0.135054493955258,0.306194044171842,0.268240706238834,"2324",1
"C0233397","Psychological symptom","1/95","33/21671",0.135054493955258,0.306194044171842,0.268240706238834,"3855",1
"C0270952","Muscular Dystrophy, Oculopharyngeal","1/95","33/21671",0.135054493955258,0.306194044171842,0.268240706238834,"4291",1
"C0392163","Corneal erosion","1/95","33/21671",0.135054493955258,0.306194044171842,0.268240706238834,"10804",1
"C0398689","Hyper-IgM Immunodeficiency Syndrome, Type 1","1/95","33/21671",0.135054493955258,0.306194044171842,0.268240706238834,"930",1
"C0432355","Hypoplasia of nipple","1/95","33/21671",0.135054493955258,0.306194044171842,0.268240706238834,"5792",1
"C0522631","Acute myeloid leukemia, minimal differentiation","1/95","33/21671",0.135054493955258,0.306194044171842,0.268240706238834,"930",1
"C0524702","Pulmonary Thromboembolisms","1/95","33/21671",0.135054493955258,0.306194044171842,0.268240706238834,"5328",1
"C0546264","Congenital Fiber Type Disproportion","1/95","33/21671",0.135054493955258,0.306194044171842,0.268240706238834,"9215",1
"C0559031","Functional Gastrointestinal Disorders","1/95","33/21671",0.135054493955258,0.306194044171842,0.268240706238834,"2166",1
"C0740304","COPD exacerbation","1/95","33/21671",0.135054493955258,0.306194044171842,0.268240706238834,"6382",1
"C1261470","Congenital meningocele","1/95","33/21671",0.135054493955258,0.306194044171842,0.268240706238834,"9215",1
"C1533217","Methamphetamine dependence","1/95","33/21671",0.135054493955258,0.306194044171842,0.268240706238834,"2166",1
"C2748208","Executive dysfunction","1/95","33/21671",0.135054493955258,0.306194044171842,0.268240706238834,"414",1
"C4316909","Marijuana Use","1/95","33/21671",0.135054493955258,0.306194044171842,0.268240706238834,"10810",1
"C0003872","Arthritis, Psoriatic","4/95","450/21671",0.135636707940166,0.307246629725332,0.269162821797967,"930/729230/3855/1958",4
"C0012546","Diphtheria","2/95","147/21671",0.13604760605297,0.307642373062489,0.269509511990899,"930/729230",2
"C0748355","Acute respiratory distress","2/95","147/21671",0.13604760605297,0.307642373062489,0.269509511990899,"7108/1511",2
"C0019159","Hepatitis A","4/95","451/21671",0.136417829534359,0.308212008618392,0.270008540129174,"729230/3855/2324/29851",4
"C0017152","Gastritis","3/95","292/21671",0.136829970792638,0.308875280688754,0.27058959835669,"2288/3662/2324",3
"C0024433","Macrostomia","2/95","148/21671",0.137536259837917,0.309417781209905,0.271064854899717,"6812/2239",2
"C4551485","Clinodactyly","2/95","148/21671",0.137536259837917,0.309417781209905,0.271064854899717,"4692/2239",2
"C0162309","Adrenoleukodystrophy","3/95","294/21671",0.13883482091659,0.309417781209905,0.271064854899717,"930/23205/729230",3
"C0035313","Retinal Dysplasia","1/95","34/21671",0.138851971683063,0.309417781209905,0.271064854899717,"9215",1
"C0158288","Spinal stenosis of lumbar region","1/95","34/21671",0.138851971683063,0.309417781209905,0.271064854899717,"4047",1
"C0221365","Double ureter","1/95","34/21671",0.138851971683063,0.309417781209905,0.271064854899717,"2239",1
"C0271980","beta^0^ Thalassemia","1/95","34/21671",0.138851971683063,0.309417781209905,0.271064854899717,"79017",1
"C0280253","stage, gastric cancer","1/95","34/21671",0.138851971683063,0.309417781209905,0.271064854899717,"5333",1
"C0346255","Oncocytoma, renal","1/95","34/21671",0.138851971683063,0.309417781209905,0.271064854899717,"6382",1
"C0598275","Diffuse cerebral atrophy","1/95","34/21671",0.138851971683063,0.309417781209905,0.271064854899717,"6812",1
"C0878521","Beta thalassemia trait","1/95","34/21671",0.138851971683063,0.309417781209905,0.271064854899717,"1071",1
"C0948441","Venoocclusive disease","1/95","34/21671",0.138851971683063,0.309417781209905,0.271064854899717,"729230",1
"C2939094","Skin sensitisation","1/95","34/21671",0.138851971683063,0.309417781209905,0.271064854899717,"1511",1
"C4024923","Diffuse white matter abnormalities","1/95","34/21671",0.138851971683063,0.309417781209905,0.271064854899717,"6812",1
"C4553976","Urinary Urgency, CTCAE 5","1/95","34/21671",0.138851971683063,0.309417781209905,0.271064854899717,"3748",1
"C0022665","Kidney Neoplasm","3/95","295/21671",0.139841042783941,0.311355484147151,0.272762375848479,"4129/5423/3855",3
"C0027697","Nephritis","3/95","296/21671",0.14084977282859,0.311449152510789,0.272844433839132,"729230/5328/7108",3
"C0334634","Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse","3/95","296/21671",0.14084977282859,0.311449152510789,0.272844433839132,"930/60468/6382",3
"C0085584","Encephalopathies","4/95","457/21671",0.141143329638233,0.311449152510789,0.272844433839132,"10804/729230/6812/7108",4
"C0162820","Dermatitis, Allergic Contact","2/95","151/21671",0.142023887414828,0.311449152510789,0.272844433839132,"729230/6382",2
"C0206650","Fibroadenoma","2/95","151/21671",0.142023887414828,0.311449152510789,0.272844433839132,"2288/5423",2
"C0001306","Acute alcoholic liver disease","1/95","35/21671",0.142632951610507,0.311449152510789,0.272844433839132,"729230",1
"C0003838","Arterial Occlusive Diseases","1/95","35/21671",0.142632951610507,0.311449152510789,0.272844433839132,"5328",1
"C0018780","Hearing Loss, High-Frequency","1/95","35/21671",0.142632951610507,0.311449152510789,0.272844433839132,"10804",1
"C0238281","Middle Cerebral Artery Syndrome","1/95","35/21671",0.142632951610507,0.311449152510789,0.272844433839132,"5328",1
"C0266667","Cyclocephaly","1/95","35/21671",0.142632951610507,0.311449152510789,0.272844433839132,"4047",1
"C0272199","Familial Hemophagocytic Lymphocytosis","1/95","35/21671",0.142632951610507,0.311449152510789,0.272844433839132,"930",1
"C0344559","Irido-corneo-trabecular dysgenesis (disorder)","1/95","35/21671",0.142632951610507,0.311449152510789,0.272844433839132,"9215",1
"C0410174","Fukuyama Type Congenital Muscular Dystrophy","1/95","35/21671",0.142632951610507,0.311449152510789,0.272844433839132,"9215",1
"C0740376","Middle Cerebral Artery Thrombosis","1/95","35/21671",0.142632951610507,0.311449152510789,0.272844433839132,"5328",1
"C0751845","Middle Cerebral Artery Embolus","1/95","35/21671",0.142632951610507,0.311449152510789,0.272844433839132,"5328",1
"C0751846","Left Middle Cerebral Artery Infarction","1/95","35/21671",0.142632951610507,0.311449152510789,0.272844433839132,"5328",1
"C0751847","Embolic Infarction, Middle Cerebral Artery","1/95","35/21671",0.142632951610507,0.311449152510789,0.272844433839132,"5328",1
"C0751848","Thrombotic Infarction, Middle Cerebral Artery","1/95","35/21671",0.142632951610507,0.311449152510789,0.272844433839132,"5328",1
"C0751849","Right Middle Cerebral Artery Infarction","1/95","35/21671",0.142632951610507,0.311449152510789,0.272844433839132,"5328",1
"C1832348","Slow-growing hair","1/95","35/21671",0.142632951610507,0.311449152510789,0.272844433839132,"10804",1
"C3831784","Acute monocytic/monoblastic leukemia","1/95","35/21671",0.142632951610507,0.311449152510789,0.272844433839132,"930",1
"C4543926","Narcolepsy type 1","1/95","35/21671",0.142632951610507,0.311449152510789,0.272844433839132,"29851",1
"C4721452","Intestinal T-Cell Lymphoma","1/95","35/21671",0.142632951610507,0.311449152510789,0.272844433839132,"930",1
"C0039101","synovial sarcoma","3/95","299/21671",0.143890839305255,0.313932693794129,0.275020135426072,"613/3855/1958",3
"C0494475","Tonic - clonic seizures","3/95","300/21671",0.144909429337294,0.314917836182831,0.275883167529802,"6812/3778/2166",3
"C0349566","Squamous cell carcinoma of tongue","4/95","462/21671",0.145131199175674,0.314917836182831,0.275883167529802,"5328/6382/4047/2324",4
"C0007384","Cataplexy","1/95","36/21671",0.146397504651596,0.314917836182831,0.275883167529802,"3778",1
"C0020544","Renal hypertension","1/95","36/21671",0.146397504651596,0.314917836182831,0.275883167529802,"7108",1
"C0027070","Myoepithelioma","1/95","36/21671",0.146397504651596,0.314917836182831,0.275883167529802,"6382",1
"C0040412","Fissured tongue","1/95","36/21671",0.146397504651596,0.314917836182831,0.275883167529802,"10804",1
"C0206732","Epithelioid hemangioendothelioma","1/95","36/21671",0.146397504651596,0.314917836182831,0.275883167529802,"2324",1
"C0744356","Abnormality of the genital system","1/95","36/21671",0.146397504651596,0.314917836182831,0.275883167529802,"4047",1
"C1264195","Refractory anemia with ringed sideroblasts","1/95","36/21671",0.146397504651596,0.314917836182831,0.275883167529802,"613",1
"C1268935","Congenital Thrombotic Thrombocytopenic Purpura","1/95","36/21671",0.146397504651596,0.314917836182831,0.275883167529802,"2324",1
"C1276146","Cutaneous lymphoma","1/95","36/21671",0.146397504651596,0.314917836182831,0.275883167529802,"930",1
"C1720189","Episodic Ataxia","1/95","36/21671",0.146397504651596,0.314917836182831,0.275883167529802,"6812",1
"C2748055","Hypoinsulinaemia (disorder)","1/95","36/21671",0.146397504651596,0.314917836182831,0.275883167529802,"640",1
"C2959467","Tuberculous pleural effusion","1/95","36/21671",0.146397504651596,0.314917836182831,0.275883167529802,"1511",1
"C2986703","Overgrowth Syndrome","1/95","36/21671",0.146397504651596,0.314917836182831,0.275883167529802,"2239",1
"C4331921","Obesity-Associated Insulin Resistance","1/95","36/21671",0.146397504651596,0.314917836182831,0.275883167529802,"3778",1
"C4524040","Atherogenic dyslipidaemia","1/95","36/21671",0.146397504651596,0.314917836182831,0.275883167529802,"1071",1
"C0264408","Childhood asthma","3/95","303/21671",0.147979661273901,0.317475285873322,0.278123616435341,"3662/60468/5270",3
"C0332853","Anastomosis","2/95","155/21671",0.148055747380591,0.317475285873322,0.278123616435341,"23205/5792",2
"C0020542","Pulmonary Hypertension","2/95","156/21671",0.149571961511119,0.317475285873322,0.278123616435341,"3778/1958",2
"C0024809","Marijuana Abuse","2/95","156/21671",0.149571961511119,0.317475285873322,0.278123616435341,"10810/2166",2
"C0947622","Cholecystolithiasis","2/95","156/21671",0.149571961511119,0.317475285873322,0.278123616435341,"1071/6272",2
"C3841475","beta^+^ Thalassemia","2/95","156/21671",0.149571961511119,0.317475285873322,0.278123616435341,"930/51327",2
"C0028949","Oligomenorrhea","1/95","37/21671",0.150145701418784,0.317475285873322,0.278123616435341,"4692",1
"C0152069","Echinococcus multilocularis infection","1/95","37/21671",0.150145701418784,0.317475285873322,0.278123616435341,"3662",1
"C0239594","Short finger","1/95","37/21671",0.150145701418784,0.317475285873322,0.278123616435341,"6812",1
"C0262401","Carcinoma of ampulla of Vater","1/95","37/21671",0.150145701418784,0.317475285873322,0.278123616435341,"5328",1
"C0344724","Ostium secundum atrial septal defect","1/95","37/21671",0.150145701418784,0.317475285873322,0.278123616435341,"414",1
"C0472767","Beta thalassemia intermedia","1/95","37/21671",0.150145701418784,0.317475285873322,0.278123616435341,"51327",1
"C0854985","Adenocarcinoma of lung, stage I","1/95","37/21671",0.150145701418784,0.317475285873322,0.278123616435341,"8038",1
"C0860040","BCG infection","1/95","37/21671",0.150145701418784,0.317475285873322,0.278123616435341,"1511",1
"C1095979","Progressive multiple sclerosis","1/95","37/21671",0.150145701418784,0.317475285873322,0.278123616435341,"29851",1
"C1739363","Prostatic Hypertrophy","1/95","37/21671",0.150145701418784,0.317475285873322,0.278123616435341,"1958",1
"C1849097","Loss of ability to walk","1/95","37/21671",0.150145701418784,0.317475285873322,0.278123616435341,"9215",1
"C1854310","Hypotrichosis simplex","1/95","37/21671",0.150145701418784,0.317475285873322,0.278123616435341,"4047",1
"C2826025","Mixed phenotype acute leukemia","1/95","37/21671",0.150145701418784,0.317475285873322,0.278123616435341,"613",1
"C2900450","Other Creutzfeldt-Jakob disease","1/95","37/21671",0.150145701418784,0.317475285873322,0.278123616435341,"51327",1
"C3900097","Adult Penile Carcinoma","1/95","37/21671",0.150145701418784,0.317475285873322,0.278123616435341,"23705",1
"C0271084","Exudative age-related macular degeneration","2/95","158/21671",0.152613891017623,0.320476631495934,0.28075293952245,"1071/729230",2
"C0020473","Hyperlipidemia","4/95","472/21671",0.15323921178923,0.320476631495934,0.28075293952245,"1071/729230/6382/6272",4
"C0007642","Cellulitis","1/95","38/21671",0.153877612224239,0.320476631495934,0.28075293952245,"2324",1
"C0009766","Allergic Conjunctivitis","1/95","38/21671",0.153877612224239,0.320476631495934,0.28075293952245,"729230",1
"C0013884","Filarial Elephantiases","1/95","38/21671",0.153877612224239,0.320476631495934,0.28075293952245,"2324",1
"C0014511","Epithelial cyst","1/95","38/21671",0.153877612224239,0.320476631495934,0.28075293952245,"6382",1
"C0014836","Escherichia coli Infections","1/95","38/21671",0.153877612224239,0.320476631495934,0.28075293952245,"2324",1
"C0151878","Prolonged QT interval","1/95","38/21671",0.153877612224239,0.320476631495934,0.28075293952245,"2239",1
"C0265950","Venous malformation","1/95","38/21671",0.153877612224239,0.320476631495934,0.28075293952245,"7108",1
"C0266011","Accessory nipple","1/95","38/21671",0.153877612224239,0.320476631495934,0.28075293952245,"2239",1
"C0279632","Adult Acute Megakaryoblastic Leukemia","1/95","38/21671",0.153877612224239,0.320476631495934,0.28075293952245,"9700",1
"C0560346","Difficulty running","1/95","38/21671",0.153877612224239,0.320476631495934,0.28075293952245,"3748",1
"C1257877","Pheochromocytoma, Extra-Adrenal","1/95","38/21671",0.153877612224239,0.320476631495934,0.28075293952245,"4129",1
"C1301355","Myelodysplastic-Myeloproliferative Diseases","1/95","38/21671",0.153877612224239,0.320476631495934,0.28075293952245,"613",1
"C1836696","Lower limb hyperreflexia","1/95","38/21671",0.153877612224239,0.320476631495934,0.28075293952245,"9215",1
"C1846647","DEAFNESS, AUTOSOMAL RECESSIVE (disorder)","1/95","38/21671",0.153877612224239,0.320476631495934,0.28075293952245,"10804",1
"C2713368","Hematopoetic Myelodysplasia","1/95","38/21671",0.153877612224239,0.320476631495934,0.28075293952245,"1958",1
"C1837260","Prominent forehead","2/95","159/21671",0.154139494457646,0.320476631495934,0.28075293952245,"126695/2239",2
"C0024003","Lordosis","2/95","160/21671",0.155668116431668,0.320476631495934,0.28075293952245,"613/414",2
"C0265610","Clinodactyly of fingers","2/95","160/21671",0.155668116431668,0.320476631495934,0.28075293952245,"4692/2239",2
"C4551720","Primary Ciliary Dyskinesia","2/95","160/21671",0.155668116431668,0.320476631495934,0.28075293952245,"930/6382",2
"C4733095","HER2-negative breast cancer","2/95","160/21671",0.155668116431668,0.320476631495934,0.28075293952245,"729230/5328",2
"C0027497","Nausea","2/95","161/21671",0.15719970201808,0.320476631495934,0.28075293952245,"613/2166",2
"C0151888","Hyporeflexia","3/95","312/21671",0.157316475913937,0.320476631495934,0.28075293952245,"9215/59345/6812",3
"C1708349","Hereditary Diffuse Gastric Cancer","3/95","312/21671",0.157316475913937,0.320476631495934,0.28075293952245,"5328/5792/4291",3
"C0018273","Growth Disorders","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"3778",1
"C0022596","Palmoplantar Keratosis","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"10804",1
"C0027643","Neoplasm Recurrence, Local","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"5328",1
"C0029489","Other alopecia","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"3662",1
"C0153601","Malignant neoplasm of penis","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"23705",1
"C0154778","Myopia, Degenerative","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"6641",1
"C0233763","Hallucinations, Visual","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"9456",1
"C0263338","Chronic urticaria","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"729230",1
"C0278762","Adult Diffuse Large Cell Lymphoma","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"930",1
"C0278840","Childhood Diffuse Large Cell Lymphoma","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"930",1
"C0456889","Enteropathy-Associated T-Cell Lymphoma","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"930",1
"C0700636","Focal nodular hyperplasia of liver","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"7108",1
"C0745091","Hypereosinophilia","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"613",1
"C0747256","Parasitic infection","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"3662",1
"C1168443","Pseudocholinesterase Measurement","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"1071",1
"C1333296","Activated B-cell type diffuse large B-cell lymphoma","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"3662",1
"C1844548","Hypoplastic finger","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"6812",1
"C1858574","Sparse axillary hair","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"10804",1
"C2676272","Alopecia, Androgenetic, 3","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"3662",1
"C2678038","Alopecia, Androgenetic, 2","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"3662",1
"C2937220","Congenital abnormality of vein","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"7108",1
"C3149841","POLYCYSTIC KIDNEY DISEASE 1","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"1958",1
"C4022738","Neurodevelopmental delay","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"6812",1
"C4049090","Alopecia, Androgenetic, 1","1/95","39/21671",0.15759330708111,0.320476631495934,0.28075293952245,"3662",1
"C0008312","Primary biliary cirrhosis","4/95","478/21671",0.158186098519247,0.321180659892938,0.2813697022519,"613/930/3855/29851",4
"C1292769","Precursor B-cell lymphoblastic leukemia","4/95","478/21671",0.158186098519247,0.321180659892938,0.2813697022519,"613/115650/930/3662",4
"C1266044","Collecting Duct Carcinoma of the Kidney","2/95","162/21671",0.158734196709262,0.322042509678837,0.282124724106968,"3778/3855",2
"C0018378","Guillain-Barre Syndrome","2/95","163/21671",0.160271546409078,0.322957639593359,0.28292642191672,"23705/29851",2
"C0026987","Myelofibrosis","2/95","163/21671",0.160271546409078,0.322957639593359,0.28292642191672,"613/3855",2
"C0346429","Multiple malignancy","2/95","163/21671",0.160271546409078,0.322957639593359,0.28292642191672,"3198/1958",2
"C0410158","Muscle damage","2/95","163/21671",0.160271546409078,0.322957639593359,0.28292642191672,"26509/729230",2
"C0751295","Memory Loss","2/95","163/21671",0.160271546409078,0.322957639593359,0.28292642191672,"1071/3778",2
"C0022577","Keratoconjunctivitis, Vernal","1/95","40/21671",0.161292855704783,0.322957639593359,0.28292642191672,"5328",1
"C0023223","Leg Ulcer","1/95","40/21671",0.161292855704783,0.322957639593359,0.28292642191672,"5328",1
"C0027439","Nasopharyngeal Neoplasms","1/95","40/21671",0.161292855704783,0.322957639593359,0.28292642191672,"2324",1
"C0085606","Urgency of micturition","1/95","40/21671",0.161292855704783,0.322957639593359,0.28292642191672,"3748",1
"C0151699","Intracranial Hemorrhage","1/95","40/21671",0.161292855704783,0.322957639593359,0.28292642191672,"5328",1
"C0266610","Preauricular dimple","1/95","40/21671",0.161292855704783,0.322957639593359,0.28292642191672,"2239",1
"C0302486","Erythrophagocytosis","1/95","40/21671",0.161292855704783,0.322957639593359,0.28292642191672,"613",1
"C0432163","Defect of vertebral segmentation","1/95","40/21671",0.161292855704783,0.322957639593359,0.28292642191672,"2239",1
"C1838979","MITOCHONDRIAL COMPLEX I DEFICIENCY","1/95","40/21671",0.161292855704783,0.322957639593359,0.28292642191672,"6812",1
"C2363774","Neutrophilic asthma","1/95","40/21671",0.161292855704783,0.322957639593359,0.28292642191672,"1511",1
"C4021785","Abnormality of the metacarpal bones","1/95","40/21671",0.161292855704783,0.322957639593359,0.28292642191672,"6812",1
"C4024780","Almond-shaped palpebral fissure","1/95","40/21671",0.161292855704783,0.322957639593359,0.28292642191672,"4692",1
"C0030499","Parasitic Diseases","2/95","164/21671",0.161811697430379,0.323499210902637,0.283400864425464,"930/3662",2
"C1096184","West Nile viral infection","2/95","164/21671",0.161811697430379,0.323499210902637,0.283400864425464,"115650/729230",2
"C0202117","Low density lipoprotein cholesterol measurement","4/95","483/21671",0.162354032727408,0.323860838865348,0.28371766790992,"126695/1071/6272/255631",4
"C1854494","Slow progression","2/95","165/21671",0.163354596492519,0.323860838865348,0.28371766790992,"59345/3748",2
"C0206062","Lung Diseases, Interstitial","3/95","319/21671",0.164703125030916,0.323860838865348,0.28371766790992,"930/640/3855",3
"C1445957","Serum total cholesterol measurement","4/95","486/21671",0.164874220235153,0.323860838865348,0.28371766790992,"1071/11343/6272/8038",4
"C0521707","Bilateral cataracts (disorder)","2/95","166/21671",0.164900190718892,0.323860838865348,0.28371766790992,"10804/4047",2
"C0018979","Hemianopsia","1/95","41/21671",0.164976327514133,0.323860838865348,0.28371766790992,"5792",1
"C0021171","Bloch Sulzberger syndrome","1/95","41/21671",0.164976327514133,0.323860838865348,0.28371766790992,"10804",1
"C0156369","Uterine Polyp","1/95","41/21671",0.164976327514133,0.323860838865348,0.28371766790992,"6382",1
"C0162872","Aortic Aneurysm, Thoracic","1/95","41/21671",0.164976327514133,0.323860838865348,0.28371766790992,"5270",1
"C0264886","Conduction disorder of the heart","1/95","41/21671",0.164976327514133,0.323860838865348,0.28371766790992,"414",1
"C0266631","Accessory spleen","1/95","41/21671",0.164976327514133,0.323860838865348,0.28371766790992,"2239",1
"C0270834","Complex partial seizure with impairment of consciousness","1/95","41/21671",0.164976327514133,0.323860838865348,0.28371766790992,"6812",1
"C0282126","Depression, Neurotic","1/95","41/21671",0.164976327514133,0.323860838865348,0.28371766790992,"23705",1
"C0391976","Pain Disorder","1/95","41/21671",0.164976327514133,0.323860838865348,0.28371766790992,"2166",1
"C0751633","Carotid Artery Plaque","1/95","41/21671",0.164976327514133,0.323860838865348,0.28371766790992,"729230",1
"C0947912","Myasthenias","1/95","41/21671",0.164976327514133,0.323860838865348,0.28371766790992,"115650",1
"C1292779","Myelodysplastic Syndrome with Isolated del(5q)","1/95","41/21671",0.164976327514133,0.323860838865348,0.28371766790992,"1958",1
"C1386048","Intrauterine retardation","1/95","41/21671",0.164976327514133,0.323860838865348,0.28371766790992,"3778",1
